1.455497228376702333e+04,-9.643755645813624142e+03,-4.023592681884854301e+02,5.085163706977366928e+03,6.561414659100344124e+02,7.493032445312306891e+02,2.006249746559758478e+03,-6.702123850635039162e+02,-1.993234394715112558e+03
-5.527673832374772988e+06,-3.818316479522940703e+06,-1.606106593872113386e+06,4.284775009807942435e+06,2.278145707564285491e+06,9.367384825999058783e+06,-2.765976001705791056e+07,9.097621350072311237e+06,-3.395945103597834706e+06
-3.818316479522940703e+06,-2.637554454172864091e+06,-1.109440148102251347e+06,2.959767078725724947e+06,1.573660378982362803e+06,6.470649487612260506e+06,-1.910635842408278212e+07,6.284306668383012526e+06,-2.345795635892501101e+06
-1.606106593872106401e+06,-1.109440148102249717e+06,-4.666661726252901717e+05,1.244973130687200930e+06,6.619321171392934630e+05,2.721763076586504467e+06,-8.036748240845937282e+06,2.643381299620287493e+06,-9.867170149168914650e+05
4.284775009807939641e+06,2.959767078725726809e+06,1.244973130687204190e+06,-3.321342293596343603e+06,-1.765904084155821474e+06,-7.261126040870333090e+06,2.144045616516636312e+07,-7.052018948943040334e+06,2.632366010699224658e+06
2.278145707564295270e+06,1.573660378982370021e+06,6.619321171392978868e+05,-1.765904084155829158e+06,-9.389026961922813207e+05,-3.860623506304909941e+06,1.139954444961203821e+07,-3.749444640949444380e+06,1.399586516044766875e+06
9.367384825999068096e+06,6.470649487612257712e+06,2.721763076586497948e+06,-7.261126040870326571e+06,-3.860623506304887589e+06,-1.587429018775035441e+07,4.687317380360687524e+07,-1.541713979001837969e+07,5.754884531546181999e+06
-2.765976001705791801e+07,-1.910635842408279330e+07,-8.036748240845964290e+06,2.144045616516635939e+07,1.139954444961199723e+07,4.687317380360690504e+07,-1.384058371390041411e+08,4.552331249996069074e+07,-1.699286706217622757e+07
9.097621350072298199e+06,6.284306668383006938e+06,2.643381299620290753e+06,-7.052018948943028226e+06,-3.749444640949418303e+06,-1.541713979001836665e+07,4.552331249996062368e+07,-1.497315448399519734e+07,5.589154428254356608e+06
-3.395945103597829584e+06,-2.345795635892498307e+06,-9.867170149168926291e+05,2.632366010699220002e+06,1.399586516044758493e+06,5.754884531546174549e+06,-1.699286706217619777e+07,5.589154428254353814e+06,-2.086310353390358388e+06
